ETHIOPIA,UNITED ARAB EMIRATES,UNITED STATES,NETHERLANDS,TURKEY,GERMANY,SWITZERLAND,CYPRUS,ITALY,HUNGARY,LITHUANIA,ROMANIA,BELGIUM,FRANCE,GREECE,LATVIA,RUSSIAN FEDERATION,UNITED KINGDOM,MALTA,INDIA,POLAND,THAILAND,CANADA,UKRAINE,CZECH REPUBLIC,SPAIN,AUSTRIA,GEORGIA,BULGARIA,AZERBAIJAN,EGYPT,MOLDOVA,BELARUS,BAHRAIN,UZBEKISTAN,JORDAN,PORTUGAL,SEYCHELLES,FINLAND,ALBANIA,MOROCCO,SOUTH AFRICA,TANZANIA,CHINA,SERBIA,IRELAND,DENMARK,SWEDEN,MONTENEGRO,SLOVENIA,KAZAKHSTAN,ICELAND,SLOVAKIA,FAROEISLANDS,ARMENIA,VIETNAM,CAMBODIA,ESTONIA,RWANDA,GHANA,GIBRALTAR,CROATIA,EQUATORIAL GUINEA,PANAMA,PHILIPPINES,MEXICO,MACEDONIA,BRAZIL,SOUTH KOREA,NORWAY,JAPAN,CHAD,UGANDA,ISRAEL
"[0, 0, 0, 1, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 1, 0, 1]","[0, 1, 0, 0, 0, 1, 1, 1]","[0, 0, 1, 0, 1, 1, 1, 0]","[0, 1, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 1, 1, 0, 0, 1]","[0, 0, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 1, 1, 1, 0]","[0, 0, 1, 0, 0, 0, 1, 0]","[0, 0, 0, 1, 1, 1, 0, 1]","[0, 0, 1, 0, 0, 1, 1, 1]","[0, 0, 1, 1, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 1, 0, 1, 1, 1]","[0, 0, 0, 1, 1, 1, 0, 0]","[0, 0, 1, 0, 0, 1, 1, 0]","[0, 0, 1, 1, 0, 1, 0, 1]","[0, 1, 0, 0, 0, 1, 1, 0]","[0, 0, 1, 0, 1, 0, 0, 1]","[0, 0, 0, 1, 1, 1, 1, 1]","[0, 0, 1, 1, 0, 0, 1, 0]","[0, 1, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 1, 0, 1, 0]","[0, 1, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 1, 1, 1]","[0, 0, 1, 1, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 1, 1, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 1, 0, 0, 0, 1]","[0, 0, 1, 0, 1, 0, 1, 1]","[0, 0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 1, 0, 0]","[0, 0, 1, 1, 0, 0, 1, 1]","[0, 0, 1, 1, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 1, 1, 0, 1]","[0, 0, 1, 1, 1, 0, 1, 1]","[0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 1, 0, 0]","[0, 0, 1, 1, 0, 1, 1, 1]","[0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 1, 1, 1, 1, 0]","[0, 0, 1, 0, 1, 1, 0, 0]","[0, 0, 1, 1, 1, 0, 1, 0]","[0, 0, 1, 0, 0, 1, 0, 1]","[0, 0, 0, 1, 1, 1, 1, 0]","[0, 0, 1, 1, 1, 0, 0, 1]","[0, 0, 0, 1, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 1]","[0, 1, 0, 0, 1, 0, 0, 1]","[0, 0, 0, 0, 1, 0, 0, 1]","[0, 0, 0, 1, 0, 0, 1, 1]","[0, 0, 1, 1, 0, 1, 1, 0]","[0, 0, 0, 1, 1, 0, 1, 0]","[0, 0, 0, 1, 1, 0, 1, 1]","[0, 0, 0, 0, 1, 1, 0, 1]","[0, 0, 0, 1, 0, 0, 1, 0]","[0, 0, 1, 1, 0, 0, 0, 0]","[0, 0, 1, 1, 0, 0, 0, 1]","[0, 0, 1, 0, 1, 0, 1, 0]","[0, 0, 1, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 1, 1]","[0, 0, 1, 1, 1, 1, 0, 0]","[0, 0, 1, 0, 1, 1, 1, 1]","[0, 0, 1, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 1, 0, 1, 1]","[0, 1, 0, 0, 0, 0, 1, 1]","[0, 0, 1, 0, 0, 0, 0, 1]"
